Year,region,state,group,method,deaths,group_percent
2011,South,Alabama,General Adult Population Method,Firearms,447,69.7
2011,South,Alabama,General Adult Population Method,Other suicide,32,5
2011,South,Arkansas,General Adult Population Method,Suffocation,85,18.8
2011,South,Arkansas,General Adult Population Method,Poisoning,62,13.7
2011,South,Arkansas,General Adult Population Method,Firearms,293,64.8
2011,South,Arkansas,General Adult Population Method,Other suicide,12,2.7
2011,South,Delaware,General Adult Population Method,Suffocation,16,16.2
2011,South,Delaware,General Adult Population Method,Poisoning,21,21.2
2011,South,Delaware,General Adult Population Method,Firearms,45,45.5
2011,South,Delaware,General Adult Population Method,Other suicide,17,17.2
2011,South,District of Columbia,General Adult Population Method,Suffocation,13,36.1
2011,South,District of Columbia,General Adult Population Method,Other and low-count methods,23,63.9
2011,South,Florida,General Adult Population Method,Suffocation,605,21.4
2011,South,Florida,General Adult Population Method,Poisoning,534,18.9
2011,South,Florida,General Adult Population Method,Firearms,"1,473",52.1
2011,South,Florida,General Adult Population Method,Other suicide,215,7.6
2011,South,Georgia,General Adult Population Method,Suffocation,218,19.2
2011,South,Georgia,General Adult Population Method,Poisoning,141,12.4
2011,South,Georgia,General Adult Population Method,Firearms,734,64.7
2011,South,Georgia,General Adult Population Method,Other suicide,42,3.7
2011,South,Kentucky,General Adult Population Method,Suffocation,116,17.5
2011,South,Kentucky,General Adult Population Method,Poisoning,73,11
2011,South,Kentucky,General Adult Population Method,Firearms,448,67.6
2011,South,Kentucky,General Adult Population Method,Other suicide,26,3.9
2011,South,Louisiana,General Adult Population Method,Suffocation,92,16.6
2011,South,Louisiana,General Adult Population Method,Poisoning,58,10.5
2011,South,Louisiana,General Adult Population Method,Firearms,368,66.4
2011,South,Louisiana,General Adult Population Method,Other suicide,36,6.5
2011,South,Maryland,General Adult Population Method,Suffocation,150,27.6
2011,South,Maryland,General Adult Population Method,Poisoning,86,15.8
2011,South,Maryland,General Adult Population Method,Firearms,235,43.3
2011,South,Maryland,General Adult Population Method,Other suicide,72,13.3
2011,South,Mississippi,General Adult Population Method,Suffocation,71,18.8
2011,South,Mississippi,General Adult Population Method,Poisoning,34,9
2011,South,Mississippi,General Adult Population Method,Firearms,262,69.3
2011,South,Mississippi,General Adult Population Method,Other suicide,11,2.9
2011,South,North Carolina,General Adult Population Method,Suffocation,222,18.7
2011,South,North Carolina,General Adult Population Method,Poisoning,202,17
2011,South,North Carolina,General Adult Population Method,Firearms,719,60.4
2011,South,North Carolina,General Adult Population Method,Other suicide,47,3.9
2011,South,Oklahoma,General Adult Population Method,Suffocation,142,21
2011,South,Oklahoma,General Adult Population Method,Poisoning,73,10.8
2011,South,Oklahoma,General Adult Population Method,Firearms,432,63.9
2011,South,Oklahoma,General Adult Population Method,Other suicide,29,4.3
2011,South,South Carolina,General Adult Population Method,Suffocation,100,15.6
2011,South,South Carolina,General Adult Population Method,Poisoning,95,14.9
2011,South,South Carolina,General Adult Population Method,Firearms,414,64.8
2011,South,South Carolina,General Adult Population Method,Other suicide,30,4.7
2011,South,Tennessee,General Adult Population Method,Suffocation,175,18.6
2011,South,Tennessee,General Adult Population Method,Poisoning,126,13.4
2011,South,Tennessee,General Adult Population Method,Firearms,586,62.3
2011,South,Tennessee,General Adult Population Method,Other suicide,54,5.7
2011,South,Texas,General Adult Population Method,Suffocation,620,22.2
2011,South,Texas,General Adult Population Method,Poisoning,357,12.8
2011,South,Texas,General Adult Population Method,Firearms,"1,636",58.7
2011,South,Texas,General Adult Population Method,Other suicide,176,6.3
2011,South,Virginia,General Adult Population Method,Suffocation,200,19.5
2011,South,Virginia,General Adult Population Method,Poisoning,171,16.7
2011,South,Virginia,General Adult Population Method,Firearms,593,57.9
2011,South,Virginia,General Adult Population Method,Other suicide,61,6
2011,South,West Virginia,General Adult Population Method,Suffocation,54,17.9
2011,South,West Virginia,General Adult Population Method,Poisoning,35,11.6
2011,South,West Virginia,General Adult Population Method,Firearms,197,65.4
2011,South,West Virginia,General Adult Population Method,Other suicide,15,5
2011,West,All,General Adult Population Method,Suffocation,"2,364",24
2011,West,All,General Adult Population Method,Poisoning,"1,937",19.7
2011,West,All,General Adult Population Method,Firearms,"4,699",47.7
2011,West,All,General Adult Population Method,Other suicide,850,8.6
2011,West,Alaska,General Adult Population Method,Suffocation,30,21.3
2011,West,Alaska,General Adult Population Method,Firearms,98,69.5
2011,West,Alaska,General Adult Population Method,Other and low-count methods,13,9.2
2011,West,Arizona,General Adult Population Method,Suffocation,214,19.1
2011,West,Arizona,General Adult Population Method,Poisoning,197,17.6
2011,West,Arizona,General Adult Population Method,Firearms,662,59.1
2011,West,Arizona,General Adult Population Method,Other suicide,48,4.3
2011,West,California,General Adult Population Method,Suffocation,"1,095",28
2011,West,California,General Adult Population Method,Poisoning,797,20.4
2011,West,California,General Adult Population Method,Firearms,"1,540",39.4
2011,West,California,General Adult Population Method,Other suicide,472,12.1
2011,West,Colorado,General Adult Population Method,Suffocation,204,23.1
2011,West,Colorado,General Adult Population Method,Poisoning,190,21.5
2011,West,Colorado,General Adult Population Method,Firearms,429,48.6
2011,West,Colorado,General Adult Population Method,Other suicide,59,6.7
2011,West,Hawaii,General Adult Population Method,Suffocation,84,48
2011,West,Hawaii,General Adult Population Method,Poisoning,30,17.1
2011,West,Hawaii,General Adult Population Method,Firearms,40,22.9
2011,West,Hawaii,General Adult Population Method,Other suicide,21,12
2011,West,Idaho,General Adult Population Method,Suffocation,45,16.9
2011,West,Idaho,General Adult Population Method,Poisoning,50,18.8
2011,West,Idaho,General Adult Population Method,Firearms,157,59
2011,West,Idaho,General Adult Population Method,Other suicide,14,5.3
2011,West,Montana,General Adult Population Method,Suffocation,45,19.8
2011,West,Montana,General Adult Population Method,Firearms,147,64.8
2011,West,Montana,General Adult Population Method,Other and low-count methods,35,15.4
2011,West,Nevada,General Adult Population Method,Suffocation,100,20.3
2011,West,Nevada,General Adult Population Method,Poisoning,115,23.3
2011,West,Nevada,General Adult Population Method,Firearms,255,51.7
2011,West,Nevada,General Adult Population Method,Other suicide,23,4.7
2011,West,New Mexico,General Adult Population Method,Suffocation,90,22.5
2011,West,New Mexico,General Adult Population Method,Poisoning,75,18.8
2011,West,New Mexico,General Adult Population Method,Firearms,211,52.8
2011,West,New Mexico,General Adult Population Method,Other suicide,24,6
2011,West,Oregon,General Adult Population Method,Suffocation,135,21.2
2011,West,Oregon,General Adult Population Method,Poisoning,116,18.2
2011,West,Oregon,General Adult Population Method,Firearms,335,52.5
2011,West,Oregon,General Adult Population Method,Other suicide,52,8.2
2011,West,Utah,General Adult Population Method,Suffocation,100,20.7
2011,West,Utah,General Adult Population Method,Poisoning,98,20.2
2011,West,Utah,General Adult Population Method,Firearms,261,53.9
2011,West,Utah,General Adult Population Method,Other suicide,25,5.2
2011,West,Washington,General Adult Population Method,Suffocation,204,20.6
2011,West,Washington,General Adult Population Method,Poisoning,208,21
2011,West,Washington,General Adult Population Method,Firearms,484,48.8
2011,West,Washington,General Adult Population Method,Other suicide,96,9.7
2011,West,Wyoming,General Adult Population Method,Poisoning,22,17.3
2011,West,Wyoming,General Adult Population Method,Firearms,80,63
2011,West,Wyoming,General Adult Population Method,Other and low-count methods,25,19.7
2012, ,Total U.S.,Veteran Method,Suffocation,984,15.4
2012, ,Total U.S.,Veteran Method,Poisoning,758,11.9
2012, ,Total U.S.,Veteran Method,Firearms,"4,285",67.1
2012, ,Total U.S.,Veteran Method,Other suicide,356,5.6
2012,Northeast,All,Veteran Method,Suffocation,160,21.8
2012,Northeast,All,Veteran Method,Poisoning,113,15.4
2012,Northeast,All,Veteran Method,Firearms,402,54.8
2012,Northeast,All,Veteran Method,Other suicide,58,7.9
2012,Northeast,Connecticut,Veteran Method,Suffocation,12,27.9
2012,Northeast,Connecticut,Veteran Method,Firearms,21,48.8
2012,Northeast,Connecticut,Veteran Method,Other and low-count methods,10,23.3
2012,Northeast,Maine,Veteran Method,Firearms,23,62.2
2012,Northeast,Maine,Veteran Method,Other and low-count methods,14,37.8
2012,Northeast,Massachusetts,Veteran Method,Suffocation,27,38.6
2012,Northeast,Massachusetts,Veteran Method,Firearms,29,41.4
2012,Northeast,Massachusetts,Veteran Method,Other and low-count methods,14,20
2012,Northeast,New Hampshire,Veteran Method,Firearms,19,57.6
2012,Northeast,New Hampshire,Veteran Method,Other and low-count methods,14,42.4
2012,Northeast,New Jersey,Veteran Method,Suffocation,18,26.9
2012,Northeast,New Jersey,Veteran Method,Firearms,35,52.2
2012,Northeast,New Jersey,Veteran Method,Other and low-count methods,14,20.9
2012,Northeast,New York,Veteran Method,Suffocation,43,22.3
2012,Northeast,New York,Veteran Method,Poisoning,29,15
2012,Northeast,New York,Veteran Method,Firearms,97,50.3
2012,Northeast,New York,Veteran Method,Other suicide,24,12.4
2012,Northeast,Pennsylvania,Veteran Method,Suffocation,41,15.2
2012,Northeast,Pennsylvania,Veteran Method,Poisoning,46,17.1
2012,Northeast,Pennsylvania,Veteran Method,Firearms,167,62.1
2012,Northeast,Pennsylvania,Veteran Method,Other suicide,15,5.6
2012,Northeast,Rhode Island,Veteran Method,Other and low-count methods,13,100
2012,Northeast,Vermont,Veteran Method,Other and low-count methods,<10, 
2012,Midwest,All,Veteran Method,Suffocation,234,17.2
2012,Midwest,All,Veteran Method,Poisoning,157,11.6
2012,Midwest,All,Veteran Method,Firearms,894,65.8
2012,Midwest,All,Veteran Method,Other suicide,73,5.4
2012,Midwest,Illinois,Veteran Method,Suffocation,31,17.1
2012,Midwest,Illinois,Veteran Method,Poisoning,30,16.6
2012,Midwest,Illinois,Veteran Method,Firearms,109,60.2
2012,Midwest,Illinois,Veteran Method,Other suicide,11,6.1
2012,Midwest,Indiana,Veteran Method,Suffocation,27,17.4
2012,Midwest,Indiana,Veteran Method,Firearms,107,69
2012,Midwest,Indiana,Veteran Method,Other and low-count methods,21,13.5
2012,Midwest,Iowa,Veteran Method,Firearms,33,61.1
2012,Midwest,Iowa,Veteran Method,Other and low-count methods,21,38.9
2012,Midwest,Kansas,Veteran Method,Firearms,48,66.7
2012,Midwest,Kansas,Veteran Method,Other and low-count methods,24,33.3
2012,Midwest,Michigan,Veteran Method,Suffocation,27,16.3
2012,Midwest,Michigan,Veteran Method,Firearms,110,66.3
2012,Midwest,Michigan,Veteran Method,Other and low-count methods,29,17.5
2012,Midwest,Minnesota,Veteran Method,Suffocation,23,19.7
2012,Midwest,Minnesota,Veteran Method,Firearms,72,61.5
2012,Midwest,Minnesota,Veteran Method,Other and low-count methods,22,18.8
2012,Midwest,Missouri,Veteran Method,Suffocation,15,8.7
2012,Midwest,Missouri,Veteran Method,Firearms,137,79.7
2012,Midwest,Missouri,Veteran Method,Other and low-count methods,20,11.6
2012,Midwest,Nebraska,Veteran Method,Firearms,26,60.5
2012,Midwest,Nebraska,Veteran Method,Other and low-count methods,17,39.5
2012,Midwest,North Dakota,Veteran Method,Other and low-count methods,17,100
2012,Midwest,Ohio,Veteran Method,Suffocation,53,20.5
2012,Midwest,Ohio,Veteran Method,Poisoning,28,10.8
2012,Midwest,Ohio,Veteran Method,Firearms,161,62.2
2012,Midwest,Ohio,Veteran Method,Other suicide,17,6.6
2012,Midwest,South Dakota,Veteran Method,Other and low-count methods,19,100
2012,Midwest,Wisconsin,Veteran Method,Suffocation,19,18.4
2012,Midwest,Wisconsin,Veteran Method,Poisoning,10,9.7
2012,Midwest,Wisconsin,Veteran Method,Firearms,64,62.1
2012,Midwest,Wisconsin,Veteran Method,Other suicide,10,9.7
2012,South,All,Veteran Method,Suffocation,351,13.3
2012,South,All,Veteran Method,Poisoning,273,10.3
2012,South,All,Veteran Method,Firearms,"1,897",71.8
2012,South,All,Veteran Method,Other suicide,122,4.6
2012,South,Alabama,Veteran Method,Suffocation,14,11.2
2012,South,Alabama,Veteran Method,Firearms,94,75.2
2012,South,Alabama,Veteran Method,Other and low-count methods,17,13.6
2012,South,Arkansas,Veteran Method,Suffocation,12,14.1
2012,South,Arkansas,Veteran Method,Firearms,59,69.4
2012,South,Arkansas,Veteran Method,Other and low-count methods,14,16.5
2012,South,Delaware,Veteran Method,Other and low-count methods,19,100
2012,South,District of Columbia,Veteran Method,Other and low-count methods,<10, 
2012,South,Florida,Veteran Method,Suffocation,73,13.7
2012,South,Florida,Veteran Method,Poisoning,76,14.3
2012,South,Florida,Veteran Method,Firearms,353,66.2
2012,South,Florida,Veteran Method,Other suicide,31,5.8
2012,South,Georgia,Veteran Method,Suffocation,20,10.6
2012,South,Georgia,Veteran Method,Firearms,153,81
2012,South,Georgia,Veteran Method,Other and low-count methods,16,8.5
2012,South,Kentucky,Veteran Method,Poisoning,14,12.1
2012,South,Kentucky,Veteran Method,Firearms,83,71.6
2012,South,Kentucky,Veteran Method,Other and low-count methods,19,16.4
2012,South,Louisiana,Veteran Method,Firearms,71,82.6
2012,South,Louisiana,Veteran Method,Other and low-count methods,15,17.4
2012,South,Maryland,Veteran Method,Suffocation,15,16.1
2012,South,Maryland,Veteran Method,Firearms,63,67.7
2012,South,Maryland,Veteran Method,Other and low-count methods,15,16.1
2012,South,Mississippi,Veteran Method,Firearms,52,73.2
2012,South,Mississippi,Veteran Method,Other and low-count methods,19,26.8
2012,South,North Carolina,Veteran Method,Suffocation,25,13.4
2012,South,North Carolina,Veteran Method,Firearms,131,70.1
2012,South,North Carolina,Veteran Method,Other and low-count methods,31,16.6
2012,South,Oklahoma,Veteran Method,Suffocation,16,14.4
2012,South,Oklahoma,Veteran Method,Firearms,79,71.2
2012,South,Oklahoma,Veteran Method,Other and low-count methods,16,14.4
2012,South,South Carolina,Veteran Method,Suffocation,18,14.9
2012,South,South Carolina,Veteran Method,Firearms,82,67.8
2012,South,South Carolina,Veteran Method,Other and low-count methods,21,17.4
2012,South,Tennessee,Veteran Method,Suffocation,17,10.1
2012,South,Tennessee,Veteran Method,Firearms,135,80.4
2012,South,Tennessee,Veteran Method,Other and low-count methods,16,9.5
2012,South,Texas,Veteran Method,Suffocation,67,13.8
2012,South,Texas,Veteran Method,Poisoning,42,8.6
2012,South,Texas,Veteran Method,Firearms,358,73.7
2012,South,Texas,Veteran Method,Other suicide,19,3.9
2012,South,Virginia,Veteran Method,Suffocation,36,19.5
2012,South,Virginia,Veteran Method,Firearms,121,65.4
2012,South,Virginia,Veteran Method,Other and low-count methods,28,15.1
2012,South,West Virginia,Veteran Method,Firearms,50,79.4
2012,South,West Virginia,Veteran Method,Other and low-count methods,13,20.6
2012,West,All,Veteran Method,Suffocation,239,14.5
2012,West,All,Veteran Method,Poisoning,215,13
2012,West,All,Veteran Method,Firearms,"1,092",66.2
2012,West,All,Veteran Method,Other suicide,103,6.2
2012,West,Alaska,Veteran Method,Firearms,12,54.5
2012,West,Alaska,Veteran Method,Other and low-count methods,10,45.5
2012,West,Arizona,Veteran Method,Suffocation,23,10.3
2012,West,Arizona,Veteran Method,Poisoning,25,11.2
2012,West,Arizona,Veteran Method,Firearms,165,73.7
2012,West,Arizona,Veteran Method,Other suicide,11,4.9
2012,West,California,Veteran Method,Suffocation,99,18.4
2012,West,California,Veteran Method,Poisoning,79,14.7
2012,West,California,Veteran Method,Firearms,314,58.3
2012,West,California,Veteran Method,Other suicide,47,8.7
2012,West,Colorado,Veteran Method,Suffocation,18,11.1
2012,West,Colorado,Veteran Method,Firearms,120,74.1
2012,West,Colorado,Veteran Method,Other and low-count methods,24,14.8
2012,West,Hawaii,Veteran Method,Suffocation,11,44
2012,West,Hawaii,Veteran Method,Other and low-count methods,14,56
2012,West,Idaho,Veteran Method,Firearms,35,74.5
2012,West,Idaho,Veteran Method,Other and low-count methods,12,25.5
2012,West,Montana,Veteran Method,Firearms,39,75
2012,West,Montana,Veteran Method,Other and low-count methods,13,25
2012,West,Nevada,Veteran Method,Poisoning,13,13.7
2012,West,Nevada,Veteran Method,Firearms,66,69.5
2012,West,Nevada,Veteran Method,Other and low-count methods,16,16.8
2012,West,New Mexico,Veteran Method,Firearms,45,70.3
2012,West,New Mexico,Veteran Method,Other and low-count methods,19,29.7
2012,West,Oregon,Veteran Method,Poisoning,22,15.7
2012,West,Oregon,Veteran Method,Firearms,98,70
2012,West,Oregon,Veteran Method,Other and low-count methods,20,14.3
2012,West,Utah,Veteran Method,Firearms,52,76.5
2012,West,Utah,Veteran Method,Other and low-count methods,16,23.5
2012,West,Washington,Veteran Method,Suffocation,30,16.6
2012,West,Washington,Veteran Method,Firearms,115,63.5
2012,West,Washington,Veteran Method,Other and low-count methods,36,19.9
2012,West,Wyoming,Veteran Method,Other and low-count methods,30,100
2012,Northeast,All,General Adult Population Method,Suffocation,"1,740",31.8
2012,Northeast,All,General Adult Population Method,Poisoning,"1,042",19.1
2012,Northeast,All,General Adult Population Method,Firearms,"1,999",36.6
2012,Northeast,All,General Adult Population Method,Other suicide,688,12.6
2012,Northeast,Connecticut,General Adult Population Method,Suffocation,142,39.8
2012,Northeast,Connecticut,General Adult Population Method,Poisoning,68,19
2012,Northeast,Connecticut,General Adult Population Method,Firearms,108,30.3
2012,Northeast,Connecticut,General Adult Population Method,Other suicide,39,10.9
2012,Northeast,Maine,General Adult Population Method,Suffocation,39,19.1
2012,Northeast,Maine,General Adult Population Method,Poisoning,41,20.1
2012,Northeast,Maine,General Adult Population Method,Firearms,110,53.9
2012,Northeast,Maine,General Adult Population Method,Other suicide,14,6.9
2012,Northeast,Massachusetts,General Adult Population Method,Suffocation,247,42.1
2012,Northeast,Massachusetts,General Adult Population Method,Poisoning,126,21.5
2012,Northeast,Massachusetts,General Adult Population Method,Firearms,151,25.7
2012,Northeast,Massachusetts,General Adult Population Method,Other suicide,63,10.7
2012,Northeast,New Hampshire,General Adult Population Method,Suffocation,47,24.1
2012,Northeast,New Hampshire,General Adult Population Method,Poisoning,32,16.4
2012,Northeast,New Hampshire,General Adult Population Method,Firearms,94,48.2
2012,Northeast,New Hampshire,General Adult Population Method,Other suicide,22,11.3
2012,Northeast,New Jersey,General Adult Population Method,Suffocation,279,41.6
2012,Northeast,New Jersey,General Adult Population Method,Poisoning,136,20.3
2012,Northeast,New Jersey,General Adult Population Method,Firearms,158,23.6
2012,Northeast,New Jersey,General Adult Population Method,Other suicide,97,14.5
2012,Northeast,New York,General Adult Population Method,Suffocation,527,31.7
2012,Northeast,New York,General Adult Population Method,Poisoning,318,19.1
2012,Northeast,New York,General Adult Population Method,Firearms,503,30.3
2012,Northeast,New York,General Adult Population Method,Other suicide,314,18.9
2012,Northeast,Pennsylvania,General Adult Population Method,Suffocation,400,24.9
2012,Northeast,Pennsylvania,General Adult Population Method,Poisoning,287,17.9
2012,Northeast,Pennsylvania,General Adult Population Method,Firearms,801,49.9
2012,Northeast,Pennsylvania,General Adult Population Method,Other suicide,118,7.3
2012,Northeast,Rhode Island,General Adult Population Method,Suffocation,46,44.7
2012,Northeast,Rhode Island,General Adult Population Method,Poisoning,16,15.5
2012,Northeast,Rhode Island,General Adult Population Method,Firearms,26,25.2
2012,Northeast,Rhode Island,General Adult Population Method,Other suicide,15,14.6
2012,Northeast,Vermont,General Adult Population Method,Poisoning,18,21.2
2012,Northeast,Vermont,General Adult Population Method,Firearms,48,56.5
2012,Northeast,Vermont,General Adult Population Method,Other and low-count methods,19,22.4
2012,Midwest,All,General Adult Population Method,Suffocation,"2,180",26
2012,Midwest,All,General Adult Population Method,Poisoning,"1,390",16.6
2012,Midwest,All,General Adult Population Method,Firearms,"4,230",50.5
2012,Midwest,All,General Adult Population Method,Other suicide,575,6.9
2012,Midwest,Illinois,General Adult Population Method,Suffocation,411,32.8
2012,Midwest,Illinois,General Adult Population Method,Poisoning,229,18.3
2012,Midwest,Illinois,General Adult Population Method,Firearms,476,38
2012,Midwest,Illinois,General Adult Population Method,Other suicide,136,10.9
2012,Midwest,Indiana,General Adult Population Method,Suffocation,213,23.4
2012,Midwest,Indiana,General Adult Population Method,Poisoning,150,16.4
2012,Midwest,Indiana,General Adult Population Method,Firearms,503,55.2
2012,Midwest,Indiana,General Adult Population Method,Other suicide,46,5
2012,Midwest,Iowa,General Adult Population Method,Suffocation,102,28
2012,Midwest,Iowa,General Adult Population Method,Poisoning,62,17
2012,Midwest,Iowa,General Adult Population Method,Firearms,171,47
2012,Midwest,Iowa,General Adult Population Method,Other suicide,29,8
2012,Midwest,Kansas,General Adult Population Method,Suffocation,105,21.8
2012,Midwest,Kansas,General Adult Population Method,Poisoning,71,14.7
2012,Midwest,Kansas,General Adult Population Method,Firearms,284,58.9
2012,Midwest,Kansas,General Adult Population Method,Other suicide,22,4.6
2012,Midwest,Michigan,General Adult Population Method,Suffocation,318,26.4
2012,Midwest,Michigan,General Adult Population Method,Poisoning,211,17.5
2012,Midwest,Michigan,General Adult Population Method,Firearms,606,50.4
2012,Midwest,Michigan,General Adult Population Method,Other suicide,68,5.7
2012,Midwest,Minnesota,General Adult Population Method,Suffocation,161,25.7
2012,Midwest,Minnesota,General Adult Population Method,Poisoning,119,19
2012,Midwest,Minnesota,General Adult Population Method,Firearms,298,47.6
2012,Midwest,Minnesota,General Adult Population Method,Other suicide,48,7.7
2012,Midwest,Missouri,General Adult Population Method,Suffocation,173,19.4
2012,Midwest,Missouri,General Adult Population Method,Poisoning,139,15.6
2012,Midwest,Missouri,General Adult Population Method,Firearms,537,60.1
2012,Midwest,Missouri,General Adult Population Method,Other suicide,44,4.9
2012,Midwest,Nebraska,General Adult Population Method,Suffocation,54,24.3
2012,Midwest,Nebraska,General Adult Population Method,Poisoning,43,19.4
2012,Midwest,Nebraska,General Adult Population Method,Firearms,111,50
2012,Midwest,Nebraska,General Adult Population Method,Other suicide,14,6.3
2012,Midwest,North Dakota,General Adult Population Method,Suffocation,24,24
2012,Midwest,North Dakota,General Adult Population Method,Firearms,61,61
2012,Midwest,North Dakota,General Adult Population Method,Other and low-count methods,15,15
2012,Midwest,Ohio,General Adult Population Method,Suffocation,402,27
2012,Midwest,Ohio,General Adult Population Method,Poisoning,217,14.6
2012,Midwest,Ohio,General Adult Population Method,Firearms,772,51.8
2012,Midwest,Ohio,General Adult Population Method,Other suicide,98,6.6
2012,Midwest,South Dakota,General Adult Population Method,Suffocation,36,26.7
2012,Midwest,South Dakota,General Adult Population Method,Firearms,74,54.8
2012,Midwest,South Dakota,General Adult Population Method,Other and low-count methods,25,18.5
2012,Midwest,Wisconsin,General Adult Population Method,Suffocation,181,26
2012,Midwest,Wisconsin,General Adult Population Method,Poisoning,121,17.4
2012,Midwest,Wisconsin,General Adult Population Method,Firearms,337,48.4
2012,Midwest,Wisconsin,General Adult Population Method,Other suicide,58,8.3
2012,South,All,General Adult Population Method,Suffocation,"3,084",20
2012,South,All,General Adult Population Method,Poisoning,"2,338",15.2
2012,South,All,General Adult Population Method,Firearms,"9,086",58.9
2012,South,All,General Adult Population Method,Other suicide,918,6
2012,South,Alabama,General Adult Population Method,Suffocation,118,16.8
2012,South,Alabama,General Adult Population Method,Poisoning,71,10.1
2012,South,Alabama,General Adult Population Method,Firearms,490,69.7
2012,South,Alabama,General Adult Population Method,Other suicide,24,3.4
2012,South,Arkansas,General Adult Population Method,Suffocation,79,17
2012,South,Arkansas,General Adult Population Method,Poisoning,69,14.8
2012,South,Arkansas,General Adult Population Method,Firearms,297,63.7
2012,South,Arkansas,General Adult Population Method,Other suicide,21,4.5
2012,South,Delaware,General Adult Population Method,Suffocation,33,28.2
2012,South,Delaware,General Adult Population Method,Poisoning,24,20.5
2012,South,Delaware,General Adult Population Method,Firearms,46,39.3
2012,South,Delaware,General Adult Population Method,Other suicide,14,12
2012,South,District of Columbia,General Adult Population Method,Suffocation,14,40
2012,South,District of Columbia,General Adult Population Method,Firearms,10,28.6
2012,South,District of Columbia,General Adult Population Method,Other and low-count methods,11,31.4
2012,South,Florida,General Adult Population Method,Suffocation,606,20.6
2012,South,Florida,General Adult Population Method,Poisoning,568,19.3
2012,South,Florida,General Adult Population Method,Firearms,"1,528",51.9
2012,South,Florida,General Adult Population Method,Other suicide,242,8.2
2012,South,Georgia,General Adult Population Method,Suffocation,219,19.3
2012,South,Georgia,General Adult Population Method,Poisoning,140,12.3
2012,South,Georgia,General Adult Population Method,Firearms,729,64.2
2012,South,Georgia,General Adult Population Method,Other suicide,48,4.2
2012,South,Kentucky,General Adult Population Method,Suffocation,116,16.4
2012,South,Kentucky,General Adult Population Method,Poisoning,88,12.4
2012,South,Kentucky,General Adult Population Method,Firearms,458,64.7
2012,South,Kentucky,General Adult Population Method,Other suicide,46,6.5
2012,South,Louisiana,General Adult Population Method,Suffocation,98,17.9
2012,South,Louisiana,General Adult Population Method,Poisoning,54,9.9
2012,South,Louisiana,General Adult Population Method,Firearms,364,66.4
2012,South,Louisiana,General Adult Population Method,Other suicide,32,5.8
2012,South,Maryland,General Adult Population Method,Suffocation,137,24.2
2012,South,Maryland,General Adult Population Method,Poisoning,103,18.2
2012,South,Maryland,General Adult Population Method,Firearms,267,47.1
2012,South,Maryland,General Adult Population Method,Other suicide,60,10.6
2012,South,Mississippi,General Adult Population Method,Suffocation,71,17.7
2012,South,Mississippi,General Adult Population Method,Poisoning,31,7.7
2012,South,Mississippi,General Adult Population Method,Firearms,289,71.9
2012,South,Mississippi,General Adult Population Method,Other suicide,11,2.7
2012,South,North Carolina,General Adult Population Method,Suffocation,235,18.8
2012,South,North Carolina,General Adult Population Method,Poisoning,260,20.8
2012,South,North Carolina,General Adult Population Method,Firearms,698,55.8
2012,South,North Carolina,General Adult Population Method,Other suicide,58,4.6
2012,South,Oklahoma,General Adult Population Method,Suffocation,143,22.4
2012,South,Oklahoma,General Adult Population Method,Poisoning,69,10.8
2012,South,Oklahoma,General Adult Population Method,Firearms,394,61.8
2012,South,Oklahoma,General Adult Population Method,Other suicide,32,5
2012,South,South Carolina,General Adult Population Method,Suffocation,113,17.2
2012,South,South Carolina,General Adult Population Method,Poisoning,92,14
2012,South,South Carolina,General Adult Population Method,Firearms,425,64.7
2012,South,South Carolina,General Adult Population Method,Other suicide,27,4.1
2012,South,Tennessee,General Adult Population Method,Suffocation,167,17.5
2012,South,Tennessee,General Adult Population Method,Poisoning,131,13.7
2012,South,Tennessee,General Adult Population Method,Firearms,622,65
2012,South,Tennessee,General Adult Population Method,Other suicide,37,3.9
2012,South,Texas,General Adult Population Method,Suffocation,657,22.3
2012,South,Texas,General Adult Population Method,Poisoning,413,14
2012,South,Texas,General Adult Population Method,Firearms,"1,699",57.7
2012,South,Texas,General Adult Population Method,Other suicide,174,5.9
2012,South,Virginia,General Adult Population Method,Suffocation,213,20.5
2012,South,Virginia,General Adult Population Method,Poisoning,178,17.1
2012,South,Virginia,General Adult Population Method,Firearms,576,55.5
2012,South,Virginia,General Adult Population Method,Other suicide,71,6.8
2012,South,West Virginia,General Adult Population Method,Suffocation,65,20.6
2012,South,West Virginia,General Adult Population Method,Poisoning,41,13
2012,South,West Virginia,General Adult Population Method,Firearms,194,61.4
2012,South,West Virginia,General Adult Population Method,Other suicide,16,5.1
2012,West,All,General Adult Population Method,Suffocation,"2,466",24.3
2012,West,All,General Adult Population Method,Poisoning,"1,919",18.9
2012,West,All,General Adult Population Method,Firearms,"4,891",48.2
2012,West,All,General Adult Population Method,Other suicide,880,8.7
2012,West,Alaska,General Adult Population Method,Suffocation,44,27.2
2012,West,Alaska,General Adult Population Method,Firearms,92,56.8
2012,West,Alaska,General Adult Population Method,Other and low-count methods,26,16
2012,West,Arizona,General Adult Population Method,Suffocation,212,18.9
2012,West,Arizona,General Adult Population Method,Poisoning,193,17.2
2012,West,Arizona,General Adult Population Method,Firearms,646,57.5
2012,West,Arizona,General Adult Population Method,Other suicide,72,6.4
2012,West,California,General Adult Population Method,Suffocation,"1,106",29
2012,West,California,General Adult Population Method,Poisoning,730,19.1
