Year,region,state,age,vet_deaths,vet_rate,pop_deaths,pop_rate
2008,South,Virginia,35–54,57,20.2,384,16.9
2008,South,Virginia,55–74,52,18.9,215,15.4
2008,South,Virginia,75,43,36.8,78,18.5
2008,South,West Virginia,Total,47,26.7,258,18.1
2008,South,West Virginia,18–34,<10,—,65,16.8
2008,South,West Virginia,35–54,16,34.8*,107,20.8
2008,South,West Virginia,55–74,14,17.9*,62,15.9
2008,South,West Virginia,75,10–20,—,24,17.9
2008,West,Alaska,Total,20,27.8,156,32.1
2008,West,Alaska,18–34,<10,—,62,37.4
2008,West,Alaska,35–54,<10,—,59,30.1
2008,West,Alaska,55–74,<10,—,20–30,—
2008,West,Alaska,75,<10,—,<10,—
2008,West,All,Total,1704,33.5,8963,17.1
2008,West,All,18–34,128,27.2,2189,12.9
2008,West,All,35–54,572,38.3,3738,18.8
2008,West,All,55–74,618,30.2,2207,18.7
2008,West,All,75,386,36,829,21.3
2008,West,Arizona,Total,192,35.6,939,19.7
2008,West,Arizona,18–34,17,39.5*,223,14.8
2008,West,Arizona,35–54,54,37,369,21.5
2008,West,Arizona,55–74,68,30.9,245,21.8
2008,West,Arizona,75,53,40.8,102,24.4
2008,West,California,Total,614,29.1,3695,13.6
2008,West,California,18–34,43,22.3,818,9.1
2008,West,California,35–54,182,30.8,1526,14.5
2008,West,California,55–74,223,26.7,966,16.7
2008,West,California,75,166,33.7,385,19.4
2008,West,Colorado,Total,172,40.9,779,21
2008,West,Colorado,18–34,13,31.7*,199,16.8
2008,West,Colorado,35–54,72,50,353,24.2
2008,West,Colorado,55–74,51,30.5,167,20.2
2008,West,Colorado,75,36,52.2,60,25.9
2008,West,Hawaii,Total,19,16.0*,130,13.5
2008,West,Hawaii,18–34,<10,—,33,12.2
2008,West,Hawaii,35–54,<10,—,59,17
2008,West,Hawaii,55–74,<10,—,20–30,—
2008,West,Hawaii,75,<10,—,<10,—
2008,West,Idaho,Total,59,44.7,238,21.5
2008,West,Idaho,18–34,<10,—,51,14.3
2008,West,Idaho,35–54,20,50,91,22.8
2008,West,Idaho,55–74,25,45.5,65,24.6
2008,West,Idaho,75,10–20,—,31,36.3
2008,West,Montana,Total,49,51,195,26.3
2008,West,Montana,18–34,<10,—,67,31.7
2008,West,Montana,35–54,10–20,—,68,25.4
2008,West,Montana,55–74,19,47.5*,41,20.7
2008,West,Montana,75,13,72.2*,19,29.2*
2008,West,Nevada,Total,132,55.7,522,27.2
2008,West,Nevada,18–34,<10,—,115,19.4
2008,West,Nevada,35–54,48,66.7,219,29.5
2008,West,Nevada,55–74,56,54.4,143,30.8
2008,West,Nevada,75,20–30,—,45,36.2
2008,West,New Mexico,Total,62,35.2,391,26.5
2008,West,New Mexico,18–34,<10,—,110,23.9
2008,West,New Mexico,35–54,23,42.6,170,32.2
2008,West,New Mexico,55–74,16,21.9*,84,23.1
2008,West,New Mexico,75,10–20,—,27,22.3
2008,West,Oregon,Total,124,35.5,556,19
2008,West,Oregon,18–34,<10,—,123,14.2
2008,West,Oregon,35–54,41,42.7,245,22.8
2008,West,Oregon,55–74,49,32.7,143,19.4
2008,West,Oregon,75,20–30,—,45,18.6
2008,West,Utah,Total,51,33.3,374,19.9
2008,West,Utah,18–34,<10,—,134,17.5
2008,West,Utah,35–54,20,48.8,158,24.8
2008,West,Utah,55–74,20,33.9,70,19.6
2008,West,Utah,75,<10,—,12,10.5*
2008,West,Washington,Total,179,28.5,869,17.6
2008,West,Washington,18–34,14,23.7*,218,14.8
2008,West,Washington,35–54,71,35.3,372,19.5
2008,West,Washington,55–74,63,24.7,201,16.8
2008,West,Washington,75,31,27.4,78,21.4
2008,West,Wyoming,Total,31,66,119,29.6
2008,West,Wyoming,18–34,<10,—,36,28.7
2008,West,Wyoming,35–54,12,92.3*,49,33.6
2008,West,Wyoming,55–74,12,60.0*,20–30,—
2008,West,Wyoming,75,<10,—,<10,—
2009, ,Total U.S.,Total,6455,28.2,35839,15.5
2009, ,Total U.S.,18–34,606,28.8,8898,12.5
2009, ,Total U.S.,35–54,2080,30.5,15275,17.8
2009, ,Total U.S.,55–74,2268,24.9,8725,15.7
2009, ,Total U.S.,75,1499,30.8,2941,15.7
2009,Northeast,All,Total,764,21.5,4875,11.4
2009,Northeast,All,18–34,66,26.2,1097,8.9
2009,Northeast,All,35–54,240,26,2199,13.6
2009,Northeast,All,55–74,276,19,1186,11.2
2009,Northeast,All,75,181,19.6,393,10.4
2009,Northeast,Connecticut,Total,40,16.9,310,11.5
2009,Northeast,Connecticut,18–34,<10,—,77,10.3
2009,Northeast,Connecticut,35–54,16,25.8*,139,13.3
2009,Northeast,Connecticut,55–74,10,10.3*,69,10.3
2009,Northeast,Connecticut,75,<10,—,25,10.5
2009,Northeast,Maine,Total,40,30.1,193,18.5
2009,Northeast,Maine,18–34,<10,—,31,11.6
2009,Northeast,Maine,35–54,<10,—,95,24.4
2009,Northeast,Maine,55–74,20,37.7,52,17.9
2009,Northeast,Maine,75,<10,—,15,15.5*
2009,Northeast,Massachusetts,Total,81,19.4,522,10.1
2009,Northeast,Massachusetts,18–34,<10,—,106,7
2009,Northeast,Massachusetts,35–54,42,39.6,282,14.4
2009,Northeast,Massachusetts,55–74,24,14.1,103,8.3
2009,Northeast,Massachusetts,75,10–20,—,31,7
2009,Northeast,New Hampshire,Total,30,25.4,162,15.7
2009,Northeast,New Hampshire,18–34,<10,—,42,15.1
2009,Northeast,New Hampshire,35–54,<10,—,71,17.4
2009,Northeast,New Hampshire,55–74,15,31.9*,40–50,—
2009,Northeast,New Hampshire,75,<10,—,<10,—
2009,Northeast,New Jersey,Total,72,14.9,542,8.2
2009,Northeast,New Jersey,18–34,10,29.4*,139,7.5
2009,Northeast,New Jersey,35–54,22,19.3,245,9.4
2009,Northeast,New Jersey,55–74,24,12,122,7.6
2009,Northeast,New Jersey,75,16,11.8*,36,6.4
2009,Northeast,New York,Total,195,19,1365,9
2009,Northeast,New York,18–34,18,23.4*,322,7.1
2009,Northeast,New York,35–54,60,22.6,598,10.6
2009,Northeast,New York,55–74,70,16.9,331,9.1
2009,Northeast,New York,75,47,17.5,114,9.1
2009,Northeast,Pennsylvania,Total,277,27.4,1583,16.1
2009,Northeast,Pennsylvania,18–34,22,31,336,12.2
2009,Northeast,Pennsylvania,35–54,75,28.6,690,19.3
2009,Northeast,Pennsylvania,55–74,102,24.6,410,16.4
2009,Northeast,Pennsylvania,75,78,29.8,147,14.9
2009,Northeast,Rhode Island,Total,17,22.4*,113,13.7
2009,Northeast,Rhode Island,18–34,<10,—,28,11.6
2009,Northeast,Rhode Island,35–54,<10,—,52,17.2
2009,Northeast,Rhode Island,55–74,<10,—,20–30,—
2009,Northeast,Rhode Island,75,<10,—,<10,—
2009,Northeast,Vermont,Total,12,23.1*,85,17.2
2009,Northeast,Vermont,18–34,<10,—,10–20,—
2009,Northeast,Vermont,35–54,<10,—,27,14.9
2009,Northeast,Vermont,55–74,<10,—,34,25.5
2009,Northeast,Vermont,75,<10,—,<10,—
2009,Midwest,All,Total,1347,26.4,7381,14.6
2009,Midwest,All,18–34,120,28.6,1937,12.7
2009,Midwest,All,35–54,437,29.7,3214,17.1
2009,Midwest,All,55–74,452,21.7,1663,13.4
2009,Midwest,All,75,338,30.1,567,13.3
2009,Midwest,Illinois,Total,174,22,1138,11.7
2009,Midwest,Illinois,18–34,14,20.6*,298,9.7
2009,Midwest,Illinois,35–54,53,24.9,496,13.6
2009,Midwest,Illinois,55–74,57,17.5,245,10.9
2009,Midwest,Illinois,75,50,27.2,99,13.1
2009,Midwest,Indiana,Total,135,26.9,806,16.7
2009,Midwest,Indiana,18–34,<10,—,208,14
2009,Midwest,Indiana,35–54,46,29.3,365,20.4
2009,Midwest,Indiana,55–74,53,26.4,180,15.4
2009,Midwest,Indiana,75,20–30,—,53,13.6
2009,Midwest,Iowa,Total,73,29.6,352,15.3
2009,Midwest,Iowa,18–34,<10,—,108,15.6
2009,Midwest,Iowa,35–54,25,37.9,135,16.7
2009,Midwest,Iowa,55–74,23,23.5,78,13.7
2009,Midwest,Iowa,75,20–30,—,31,13.6
2009,Midwest,Kansas,Total,72,30.5,374,17.8
2009,Midwest,Kansas,18–34,14,56.0*,108,16.2
2009,Midwest,Kansas,35–54,20,29,151,20.1
2009,Midwest,Kansas,55–74,21,22.1,87,17.4
2009,Midwest,Kansas,75,17,36.2*,28,15.2
2009,Midwest,Michigan,Total,211,28.7,1130,14.8
2009,Midwest,Michigan,18–34,13,26.0*,256,11.7
2009,Midwest,Michigan,35–54,64,30.3,502,17.5
2009,Midwest,Michigan,55–74,71,23,278,14.4
2009,Midwest,Michigan,75,63,38.2,94,15.1
2009,Midwest,Minnesota,Total,96,24,559,14
2009,Midwest,Minnesota,18–34,<10,—,149,12.2
2009,Midwest,Minnesota,35–54,33,30.8,253,16.8
2009,Midwest,Minnesota,55–74,33,19,121,12.7
2009,Midwest,Minnesota,75,20–30,—,36,11.1
2009,Midwest,Missouri,Total,167,32.4,834,18.4
2009,Midwest,Missouri,18–34,14,31.1*,223,16.4
2009,Midwest,Missouri,35–54,59,38.6,368,22.3
2009,Midwest,Missouri,55–74,54,25.6,173,15.3
2009,Midwest,Missouri,75,40,37.4,70,17.9
2009,Midwest,Nebraska,Total,43,28.5,166,12.4
2009,Midwest,Nebraska,18–34,<10,—,49,11.4
2009,Midwest,Nebraska,35–54,16,36.4*,61,12.9
2009,Midwest,Nebraska,55–74,10–20,—,40,12.6
2009,Midwest,Nebraska,75,11,31.4*,16,13.0*
2009,Midwest,North Dakota,Total,11,18.6*,86,17.2
2009,Midwest,North Dakota,18–34,<10,—,39,23.6
2009,Midwest,North Dakota,35–54,<10,—,36,21.8
2009,Midwest,North Dakota,55–74,<10,—,<10,—
2009,Midwest,North Dakota,75,<10,—,<10,—
2009,Midwest,Ohio,Total,206,21.7,1125,12.8
2009,Midwest,Ohio,18–34,21,28.4,274,10.7
2009,Midwest,Ohio,35–54,64,22.5,501,15.3
2009,Midwest,Ohio,55–74,71,18.5,272,12.3
2009,Midwest,Ohio,75,50,24.3,78,10.1
2009,Midwest,South Dakota,Total,28,35.9,115,18.9
2009,Midwest,South Dakota,18–34,<10,—,54,28.5
2009,Midwest,South Dakota,35–54,<10,—,36,17.4
2009,Midwest,South Dakota,55–74,<10,—,10–20,—
2009,Midwest,South Dakota,75,<10,—,<10,—
2009,Midwest,Wisconsin,Total,131,30,696,16
2009,Midwest,Wisconsin,18–34,10,29.4*,171,13.2
2009,Midwest,Wisconsin,35–54,43,35,310,19.1
2009,Midwest,Wisconsin,55–74,49,26.8,164,15.4
2009,Midwest,Wisconsin,75,29,29.9,51,13.8
2009,South,Alabama,Total,152,36.1,653,18.3
2009,South,Alabama,18–34,12,29.3*,145,13.5
2009,South,Alabama,35–54,38,27.7,261,20.3
2009,South,Alabama,55–74,62,37.8,185,20.4
2009,South,Alabama,75,40,50.6,62,21
2009,South,All,Total,2621,28.3,14176,16.7
2009,South,All,18–34,257,27,3558,13.6
2009,South,All,35–54,861,28.9,5986,19.1
2009,South,All,55–74,909,25.6,3466,16.9
2009,South,All,75,594,33.2,1166,17.3
2009,South,Arkansas,Total,77,29.7,410,18.9
2009,South,Arkansas,18–34,<10,—,114,17.4
2009,South,Arkansas,35–54,29,37.7,171,22.2
2009,South,Arkansas,55–74,22,21.6,92,16.5
2009,South,Arkansas,75,10–20,—,33,17.3
2009,South,Delaware,Total,13,15.9*,105,15.6
2009,South,Delaware,18–34,<10,—,26,13.2
2009,South,Delaware,35–54,<10,—,49,20
2009,South,Delaware,55–74,<10,—,20–30,—
2009,South,Delaware,75,<10,—,<10,—
2009,South,District of Columbia,Total,<10,—,27,5.6
2009,South,District of Columbia,18–34,<10,—,11,6.0*
2009,South,District of Columbia,35–54,<10,—,10,6.1*
2009,South,District of Columbia,55–74,<10,—,<10,—
2009,South,District of Columbia,75,<10,—,<10,—
2009,South,Florida,Total,550,32.4,2817,19.5
2009,South,Florida,18–34,34,26,549,13.8
2009,South,Florida,35–54,180,37,1164,23
2009,South,Florida,55–74,179,28.5,761,20.3
2009,South,Florida,75,157,34.6,343,21
2009,South,Georgia,Total,209,28.2,1101,15.4
2009,South,Georgia,18–34,18,23.1*,274,11.8
2009,South,Georgia,35–54,70,25.7,475,16.9
2009,South,Georgia,55–74,78,27.6,266,16.5
2009,South,Georgia,75,43,39.4,86,20
2009,South,Kentucky,Total,101,29.4,576,17.6
2009,South,Kentucky,18–34,<10,—,157,16.1
2009,South,Kentucky,35–54,32,29.4,231,19
2009,South,Kentucky,55–74,35,24.8,145,17.5
2009,South,Kentucky,75,20–30,—,43,16.8
2009,South,Louisiana,Total,90,26.1,472,14.1
2009,South,Louisiana,18–34,15,34.1*,131,12.1
2009,South,Louisiana,35–54,26,24.5,197,16.3
2009,South,Louisiana,55–74,31,23.3,108,13.3
2009,South,Louisiana,75,18,29.0*,36,14.3
2009,South,Maryland,Total,84,18.7,529,12.3
2009,South,Maryland,18–34,<10,—,147,11.5
2009,South,Maryland,35–54,28,18.3,222,13.2
2009,South,Maryland,55–74,20–30,—,111,10.6
2009,South,Maryland,75,27,33.3,49,15.8
2009,South,Mississippi,Total,74,33,371,17.1
2009,South,Mississippi,18–34,<10,—,94,13.5
2009,South,Mississippi,35–54,27,37,161,20.8
2009,South,Mississippi,55–74,10–20,—,79,14.9
2009,South,Mississippi,75,22,51.2,37,21.5
2009,South,North Carolina,Total,178,22.8,1139,16.3
2009,South,North Carolina,18–34,26,31,286,13.6
2009,South,North Carolina,35–54,63,24.1,500,19
2009,South,North Carolina,55–74,64,21.4,275,15.9
2009,South,North Carolina,75,25,18.2,78,14.6
2009,South,Oklahoma,Total,104,30.9,548,20
2009,South,Oklahoma,18–34,<10,—,162,18.6
2009,South,Oklahoma,35–54,36,36,233,24.4
2009,South,Oklahoma,55–74,44,32.8,121,17.7
2009,South,Oklahoma,75,10–20,—,32,14
2009,South,South Carolina,Total,123,29.6,605,17.6
2009,South,South Carolina,18–34,14,33.3*,147,14.4
2009,South,South Carolina,35–54,36,26.9,239,19.2
2009,South,South Carolina,55–74,52,31.5,181,20.1
2009,South,South Carolina,75,21,28.4,38,13.8
2009,South,Tennessee,Total,175,33.6,925,19.3
2009,South,Tennessee,18–34,14,29.2*,229,16.1
2009,South,Tennessee,35–54,52,31.7,408,23
2009,South,Tennessee,55–74,68,32.4,219,18
2009,South,Tennessee,75,41,41.4,69,18.5
2009,South,Texas,Total,456,27.2,2710,15.2
2009,South,Texas,18–34,60,29.4,798,13.1
2009,South,Texas,35–54,155,28.7,1144,17
2009,South,Texas,55–74,151,23.8,590,15.4
2009,South,Texas,75,90,30.3,178,15.5
2009,South,Virginia,Total,181,23.5,939,15.9
2009,South,Virginia,18–34,15,16.3*,214,11.8
2009,South,Virginia,35–54,66,23.7,432,19.2
2009,South,Virginia,55–74,67,23.6,240,16.7
2009,South,Virginia,75,33,28.7,53,12.5
2009,South,West Virginia,Total,50,30.3,249,17.4
2009,South,West Virginia,18–34,<10,—,74,18.9
2009,South,West Virginia,35–54,16,35.6*,89,17.6
2009,South,West Virginia,55–74,10–20,—,62,15.5
2009,South,West Virginia,75,15,42.9*,24,17.9
2009,West,Alaska,Total,30,44.1,137,27.4
2009,West,Alaska,18–34,<10,—,59,33.7
2009,West,Alaska,35–54,<10,—,48,24.7
2009,West,Alaska,55–74,12,48.0*,20–30,—
2009,West,Alaska,75,<10,—,<10,—
2009,West,All,Total,1723,34.4,9407,17.7
2009,West,All,18–34,163,34.2,2306,13.4
2009,West,All,35–54,542,37.3,3876,19.6
2009,West,All,55–74,631,31,2410,19.8
2009,West,All,75,386,37.2,815,21
2009,West,Arizona,Total,206,38.1,1033,21.3
2009,West,Arizona,18–34,18,39.1*,250,16.1
2009,West,Arizona,35–54,51,33.8,403,23.4
2009,West,Arizona,55–74,70,32.1,260,22.5
2009,West,Arizona,75,67,53.2,120,29.1
2009,West,California,Total,589,28.7,3724,13.6
2009,West,California,18–34,51,26.2,790,8.8
2009,West,California,35–54,181,32,1558,15
2009,West,California,55–74,220,26.7,1034,17.2
2009,West,California,75,136,29.2,342,17.4
2009,West,Colorado,Total,177,42.1,903,24
2009,West,Colorado,18–34,16,38.1*,239,19.8
2009,West,Colorado,35–54,61,43.3,393,27.1
2009,West,Colorado,55–74,65,38.9,204,23.5
2009,West,Colorado,75,35,50,67,28.3
2009,West,Hawaii,Total,22,18.3,170,17.7
2009,West,Hawaii,18–34,<10,—,48,17.4
2009,West,Hawaii,35–54,<10,—,66,19.4
2009,West,Hawaii,55–74,<10,—,42,17.1
2009,West,Hawaii,75,<10,—,14,14.3*
2009,West,Idaho,Total,61,44.9,295,26.3
2009,West,Idaho,18–34,<10,—,63,17.2
2009,West,Idaho,35–54,27,69.2,141,35.6
2009,West,Idaho,55–74,19,32.8*,71,25.7
2009,West,Idaho,75,<10,—,20,24.1
2009,West,Montana,Total,51,51,212,28.3
2009,West,Montana,18–34,<10,—,63,28.8
2009,West,Montana,35–54,12,42.9*,73,28
2009,West,Montana,55–74,22,51.2,61,30
2009,West,Montana,75,10–20,—,15,22.5*
2009,West,Nevada,Total,102,44.7,498,25.6
2009,West,Nevada,18–34,<10,—,107,17.5
2009,West,Nevada,35–54,31,44.9,208,28.3
2009,West,Nevada,55–74,39,41.1,135,28.6
2009,West,Nevada,75,20–30,—,48,37.2
2009,West,New Mexico,Total,79,44.6,363,24.4
2009,West,New Mexico,18–34,10,66.7*,125,26.6
2009,West,New Mexico,35–54,25,48.1,126,24.4
2009,West,New Mexico,55–74,28,37.3,88,23.4
2009,West,New Mexico,75,16,45.7*,24,19.8
2009,West,Oregon,Total,121,34.8,630,21.4
2009,West,Oregon,18–34,<10,—,127,14.3
2009,West,Oregon,35–54,33,35.5,271,25.8
2009,West,Oregon,55–74,51,33.6,175,22.8
2009,West,Oregon,75,30–40,—,57,23.8
2009,West,Utah,Total,65,43.3,433,22.7
2009,West,Utah,18–34,<10,—,164,21
2009,West,Utah,35–54,27,65.9,188,29.3
2009,West,Utah,55–74,21,35.6,67,18.1
2009,West,Utah,75,<10,—,14,12.3*
2009,West,Washington,Total,198,32.1,902,17.9
2009,West,Washington,18–34,18,30.0*,237,15.3
2009,West,Washington,35–54,67,34.2,357,18.9
2009,West,Washington,55–74,71,28.1,225,18.2
2009,West,Washington,75,42,39.3,83,22.6
2009,West,Wyoming,Total,22,44.9,107,26.1
2009,West,Wyoming,18–34,<10,—,34,26.4
2009,West,Wyoming,35–54,<10,—,44,29.9
2009,West,Wyoming,55–74,<10,—,19,18.3*
2009,West,Wyoming,75,<10,—,10,32.7*
2010, ,Total U.S.,Total,6472,28.5,37348,16
2010, ,Total U.S.,18–34,623,29.6,9600,13.5
2010, ,Total U.S.,35–54,2038,30.9,15370,17.9
2010, ,Total U.S.,55–74,2341,25.3,9358,16
2010, ,Total U.S.,75,1469,30.6,3020,16.3
2010,Northeast,All,Total,795,22.8,5272,12.3
2010,Northeast,All,18–34,65,26.2,1303,10.5
2010,Northeast,All,35–54,271,30.6,2290,14.4
2010,Northeast,All,55–74,287,20,1287,11.8
2010,Northeast,All,75,172,18.6,392,10.3
2010,Northeast,Connecticut,Total,47,19.7,350,12.7
2010,Northeast,Connecticut,18–34,<10,—,84,11.3
2010,Northeast,Connecticut,35–54,16,27.1*,154,14.6
2010,Northeast,Connecticut,55–74,23,23,89,12.6
2010,Northeast,Connecticut,75,<10,—,23,9.2
2010,Northeast,Maine,Total,47,35.6,179,17
2010,Northeast,Maine,18–34,<10,—,41,15.8
2010,Northeast,Maine,35–54,14,36.8*,81,20.9
2010,Northeast,Maine,55–74,17,30.4*,40,13.1
2010,Northeast,Maine,75,10–20,—,17,17.3*
2010,Northeast,Massachusetts,Total,95,22.7,584,11.4
2010,Northeast,Massachusetts,18–34,13,46.4*,163,10.7
2010,Northeast,Massachusetts,35–54,30,29.1,251,13.2
2010,Northeast,Massachusetts,55–74,37,21.3,129,10.2
2010,Northeast,Massachusetts,75,15,13.2*,41,9.2
2010,Northeast,New Hampshire,Total,33,28.9,191,18.5
2010,Northeast,New Hampshire,18–34,<10,—,49,18.4
2010,Northeast,New Hampshire,35–54,<10,—,73,18.1
2010,Northeast,New Hampshire,55–74,15,31.3*,52,18.7
2010,Northeast,New Hampshire,75,<10,—,17,20.9*
2010,Northeast,New Jersey,Total,78,16.8,700,10.4
2010,Northeast,New Jersey,18–34,<10,—,151,8.1
2010,Northeast,New Jersey,35–54,27,25,318,12.2
2010,Northeast,New Jersey,55–74,30,16,177,10.6
2010,Northeast,New Jersey,75,10–20,—,54,9.4
2010,Northeast,New York,Total,194,19.5,1512,10
2010,Northeast,New York,18–34,18,24.0*,362,7.8
2010,Northeast,New York,35–54,72,28.2,676,12.3
2010,Northeast,New York,55–74,61,15.3,362,9.8
2010,Northeast,New York,75,43,16.2,112,8.9
2010,Northeast,Pennsylvania,Total,266,26.4,1525,15.4
2010,Northeast,Pennsylvania,18–34,22,31.4,397,14.3
2010,Northeast,Pennsylvania,35–54,88,34.6,629,17.8
2010,Northeast,Pennsylvania,55–74,90,21.4,385,14.7
2010,Northeast,Pennsylvania,75,66,25.1,114,11.6
2010,Northeast,Rhode Island,Total,17,22.7*,127,15.4
2010,Northeast,Rhode Island,18–34,<10,—,28,11.5
2010,Northeast,Rhode Island,35–54,10,47.6*,73,24.5
2010,Northeast,Rhode Island,55–74,<10,—,20–30,—
2010,Northeast,Rhode Island,75,<10,—,<10,—
2010,Northeast,Vermont,Total,18,37.5*,104,21
2010,Northeast,Vermont,18–34,<10,—,28,20.8
2010,Northeast,Vermont,35–54,<10,—,35,19.6
2010,Northeast,Vermont,55–74,<10,—,28,19.9
2010,Northeast,Vermont,75,<10,—,13,31.2*
2010,Midwest,All,Total,1389,27.6,7935,15.6
2010,Midwest,All,18–34,134,31.8,2170,14.4
2010,Midwest,All,35–54,466,33,3324,18
2010,Midwest,All,55–74,462,22.2,1859,14.4
2010,Midwest,All,75,327,29,582,13.5
2010,Midwest,Illinois,Total,171,22,1135,11.7
2010,Midwest,Illinois,18–34,20,29.4,288,9.5
2010,Midwest,Illinois,35–54,58,28.3,484,13.5
2010,Midwest,Illinois,55–74,49,15.5,275,11.8
2010,Midwest,Illinois,75,44,23.4,88,11.6
2010,Midwest,Indiana,Total,135,27.1,842,17.3
2010,Midwest,Indiana,18–34,<10,—,219,14.8
2010,Midwest,Indiana,35–54,56,36.8,359,20.1
2010,Midwest,Indiana,55–74,44,21.6,207,16.9
2010,Midwest,Indiana,75,20–30,—,57,14.7
2010,Midwest,Iowa,Total,73,30.2,356,15.3
2010,Midwest,Iowa,18–34,<10,—,90,13.1
2010,Midwest,Iowa,35–54,26,40,155,19.3
2010,Midwest,Iowa,55–74,24,24.2,86,14.3
2010,Midwest,Iowa,75,10–20,—,25,11
2010,Midwest,Kansas,Total,69,29.2,384,18.1
2010,Midwest,Kansas,18–34,10–20,—,125,19.1
2010,Midwest,Kansas,35–54,24,36.9,159,21.1
2010,Midwest,Kansas,55–74,24,25.5,83,15.8
2010,Midwest,Kansas,75,<10,—,17,9.1*
2010,Midwest,Michigan,Total,188,25.9,1216,16.1
2010,Midwest,Michigan,18–34,18,37.5*,306,14.4
2010,Midwest,Michigan,35–54,65,32.3,530,19
2010,Midwest,Michigan,55–74,58,18.8,291,14.7
2010,Midwest,Michigan,75,47,27.8,89,14
2010,Midwest,Minnesota,Total,93,23.6,583,14.5
2010,Midwest,Minnesota,18–34,<10,—,174,14.3
2010,Midwest,Minnesota,35–54,37,36.3,252,17
2010,Midwest,Minnesota,55–74,29,17.1,121,12.2
2010,Midwest,Minnesota,75,10–20,—,36,11
2010,Midwest,Missouri,Total,171,33.7,835,18.3
2010,Midwest,Missouri,18–34,15,33.3*,226,16.7
2010,Midwest,Missouri,35–54,46,31.5,343,21
2010,Midwest,Missouri,55–74,60,28.7,184,15.6
2010,Midwest,Missouri,75,50,46.3,82,21
2010,Midwest,Nebraska,Total,35,23.3,186,13.6
2010,Midwest,Nebraska,18–34,<10,—,45,10.6
2010,Midwest,Nebraska,35–54,11,25.6*,77,16
2010,Midwest,Nebraska,55–74,12,20.3*,50,14.9
2010,Midwest,Nebraska,75,10–20,—,14,11.1*
2010,Midwest,North Dakota,Total,23,40.4,97,18.7
2010,Midwest,North Dakota,18–34,<10,—,34,20.4
2010,Midwest,North Dakota,35–54,<10,—,36,20.9
2010,Midwest,North Dakota,55–74,<10,—,20–30,—
2010,Midwest,North Dakota,75,<10,—,<10,—
2010,Midwest,Ohio,Total,270,28.7,1411,16
2010,Midwest,Ohio,18–34,31,41.9,415,16.6
2010,Midwest,Ohio,35–54,84,31,566,17.6
2010,Midwest,Ohio,55–74,92,23.6,327,14.1
2010,Midwest,Ohio,75,63,30.7,103,13.3
2010,Midwest,South Dakota,Total,19,25.3*,128,21
2010,Midwest,South Dakota,18–34,<10,—,45,24.6
2010,Midwest,South Dakota,35–54,<10,—,51,24
2010,Midwest,South Dakota,55–74,<10,—,20–30,—
2010,Midwest,South Dakota,75,<10,—,<10,—
2010,Midwest,Wisconsin,Total,142,32.6,762,17.5
2010,Midwest,Wisconsin,18–34,<10,—,203,16
2010,Midwest,Wisconsin,35–54,44,36.7,312,19.5
2010,Midwest,Wisconsin,55–74,57,31.7,187,16.9
2010,Midwest,Wisconsin,75,30–40,—,60,15.9
2010,South,Alabama,Total,124,29.3,660,18.2
2010,South,Alabama,18–34,13,31.7*,177,16.4
2010,South,Alabama,35–54,28,20.9,266,20.4
2010,South,Alabama,55–74,48,28.1,157,16.3
2010,South,Alabama,75,35,45.5,60,20.8
2010,South,All,Total,2634,28.6,14444,16.7
2010,South,All,18–34,279,29.4,3653,13.9
2010,South,All,35–54,813,28.1,5971,18.8
2010,South,All,55–74,948,25.9,3635,16.6
2010,South,All,75,594,34.6,1185,18
2010,South,Arkansas,Total,86,33.3,437,19.8
2010,South,Arkansas,18–34,<10,—,119,18.2
2010,South,Arkansas,35–54,24,32.4,189,24.4
2010,South,Arkansas,55–74,34,31.8,97,16.5
2010,South,Arkansas,75,20–30,—,32,17.3
2010,South,Delaware,Total,14,18.2*,105,15.2
2010,South,Delaware,18–34,<10,—,20–30,—
2010,South,Delaware,35–54,<10,—,56,22.5
2010,South,Delaware,55–74,<10,—,23,12.5
2010,South,Delaware,75,<10,—,<10,—
2010,South,District of Columbia,Total,<10,—,40,8
2010,South,District of Columbia,18–34,<10,—,<10,—
2010,South,District of Columbia,35–54,<10,—,24,15.4
2010,South,District of Columbia,55–74,<10,—,<10,—
2010,South,District of Columbia,75,<10,—,<10,—
2010,South,Florida,Total,559,33.2,2751,18.6
2010,South,Florida,18–34,31,24.4,504,12.6
2010,South,Florida,35–54,170,36.4,1096,21.2
2010,South,Florida,55–74,197,29.5,822,20.1
2010,South,Florida,75,161,38.2,329,21.4
2010,South,Georgia,Total,187,24.9,1102,15.4
2010,South,Georgia,18–34,27,32.9,282,12.4
2010,South,Georgia,35–54,52,19.3,450,16.2
2010,South,Georgia,55–74,72,24.3,298,17.6
2010,South,Georgia,75,36,35,72,17
2010,South,Kentucky,Total,109,32.8,616,18.7
2010,South,Kentucky,18–34,11,35.5*,146,15.2
2010,South,Kentucky,35–54,36,34,277,22.8
2010,South,Kentucky,55–74,42,31.6,154,17.7
2010,South,Kentucky,75,20,32.3,39,15.4
2010,South,Louisiana,Total,105,31.1,540,15.8
2010,South,Louisiana,18–34,11,25.6*,159,14.6
2010,South,Louisiana,35–54,29,28.7,213,17.5
2010,South,Louisiana,55–74,37,28.2,124,14.5
2010,South,Louisiana,75,28,44.4,44,17.9
2010,South,Maryland,Total,80,17.9,490,11.1
2010,South,Maryland,18–34,10,23.8*,129,9.8
